timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1522768917082,11,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,11,0,0
1522768917093,11,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,11,0,0
1522768917104,12,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,12,0,0
1522768917116,11,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,11,0,0
1522768917127,9,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,9,0,0
1522768917136,9,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,9,0,0
1522768917146,10,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,10,0,0
1522768917156,10,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,10,0,0
1522768917166,10,P1-base,200,OK,P1-base 1-1,text,true,,1311,0,1,1,10,0,0
1522768917176,11,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,11,0,0
1522768917187,9,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,9,0,0
1522768917196,10,P1-base,200,OK,P1-base 1-1,text,true,,1311,0,1,1,10,0,0
1522768917206,10,P1-base,200,OK,P1-base 1-1,text,true,,1311,0,1,1,10,0,0
1522768917216,10,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,10,0,0
1522768917227,11,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,11,0,0
1522768917238,9,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,9,0,0
1522768917248,8,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,8,0,0
1522768917256,10,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,10,0,0
1522768917267,10,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,10,0,0
1522768917277,9,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,9,0,0
1522768917286,10,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,10,0,0
1522768917296,12,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,12,0,0
1522768917308,11,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,11,0,0
1522768917320,9,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,9,0,0
1522768917329,9,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,9,0,0
1522768917338,9,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,9,0,0
1522768917347,11,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,11,0,0
1522768917359,11,P1-base,200,OK,P1-base 1-1,text,true,,1310,0,1,1,11,0,0
1522768917370,11,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,11,0,0
1522768917381,11,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,11,0,0
1522768917392,11,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,11,0,0
1522768917404,10,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,10,0,0
1522768917414,11,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,11,0,0
1522768917426,11,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,11,0,0
1522768917437,13,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,13,0,0
1522768917450,12,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,12,0,0
1522768917462,12,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,12,0,0
1522768917474,12,P1-base,200,OK,P1-base 1-1,text,true,,1311,0,1,1,12,0,0
1522768917486,13,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,13,0,0
1522768917499,11,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,11,0,0
1522768917510,12,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,12,0,0
1522768917522,8,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,8,0,0
1522768917530,8,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,8,0,0
1522768917538,9,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,9,0,0
1522768917547,8,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,8,0,0
1522768917555,9,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,9,0,0
1522768917564,9,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,9,0,0
1522768917573,8,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,8,0,0
1522768917581,7,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,7,0,0
1522768917588,7,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,7,0,0
1522768917595,9,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,9,0,0
1522768917604,8,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,8,0,0
1522768917612,8,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,8,0,0
1522768917621,7,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,7,0,0
1522768917628,8,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,8,0,0
1522768917636,6,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,6,0,0
1522768917642,7,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,7,0,0
1522768917649,8,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,8,0,0
1522768917657,7,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,7,0,0
1522768917665,7,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,7,0,0
1522768917672,6,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,6,0,0
1522768917678,7,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,7,0,0
1522768917685,7,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,7,0,0
1522768917692,7,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,7,0,0
1522768917699,8,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,8,0,0
1522768917707,7,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,7,0,0
1522768917714,8,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,8,0,0
1522768917722,6,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,6,0,0
1522768917728,7,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,7,0,0
1522768917735,8,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,8,0,0
1522768917744,7,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,7,0,0
1522768917751,7,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,7,0,0
1522768917758,7,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,7,0,0
1522768917765,7,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,7,0,0
1522768917772,7,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,7,0,0
1522768917779,7,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,7,0,0
1522768917786,6,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,6,0,0
1522768917792,7,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,7,0,0
1522768917799,7,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,7,0,0
1522768917806,7,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,7,0,0
1522768917813,8,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,8,0,0
1522768917821,6,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,6,0,0
1522768917827,7,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,7,0,0
1522768917834,8,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,8,0,0
1522768917842,11,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,11,0,0
1522768917853,8,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,8,0,0
1522768917862,7,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,7,0,0
1522768917869,10,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,10,0,0
1522768917879,8,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,8,0,0
1522768917887,8,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,8,0,0
1522768917896,8,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,8,0,0
1522768917904,8,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,8,0,0
1522768917912,10,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,10,0,0
1522768917922,12,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,12,0,0
1522768917934,12,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,12,0,0
1522768917947,13,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,13,0,0
1522768917960,10,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,10,0,0
1522768917971,10,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,10,0,0
1522768917981,10,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,10,0,0
1522768917992,10,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,10,0,0
1522768918002,10,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,10,0,0
1522768918012,9,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,9,0,0
1522768918021,11,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,11,0,0
1522768918032,9,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,9,0,0
1522768918041,9,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,9,0,0
1522768918050,8,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,8,0,0
1522768918058,10,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,10,0,0
1522768918068,11,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,11,0,0
1522768918080,13,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,13,0,0
1522768918094,12,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,12,0,0
1522768918106,12,P1-base,200,OK,P1-base 1-1,text,true,,1332,0,1,1,12,0,0
1522768918118,9,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,9,0,0
1522768918128,9,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,9,0,0
1522768918137,7,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,7,0,0
1522768918145,9,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,9,0,0
1522768918154,8,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,8,0,0
1522768918162,9,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,9,0,0
1522768918171,9,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,9,0,0
1522768918181,9,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,9,0,0
1522768918190,12,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,12,0,0
1522768918202,11,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,11,0,0
1522768918213,10,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,10,0,0
1522768918223,9,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,9,0,0
1522768918232,11,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,11,0,0
1522768918243,11,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,11,0,0
1522768918254,11,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,11,0,0
1522768918266,12,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,12,0,0
1522768918278,12,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,12,0,0
1522768918290,14,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,14,0,0
1522768918304,11,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,11,0,0
1522768918315,11,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,11,0,0
1522768918326,12,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,12,0,0
1522768918338,10,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,10,0,0
1522768918348,10,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,10,0,0
1522768918358,13,P1-base,200,OK,P1-base 1-1,text,true,,1312,0,1,1,13,0,0
1522768918371,14,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,13,0,0
1522768918385,10,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,10,0,0
1522768918395,10,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,10,0,0
1522768918405,10,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,10,0,0
1522768918415,8,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,8,0,0
1522768918423,9,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,9,0,0
1522768918433,9,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,9,0,0
1522768918442,12,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,12,0,0
1522768918455,11,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,11,0,0
1522768918466,10,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,10,0,0
1522768918477,10,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,10,0,0
1522768918487,12,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,12,0,0
1522768918499,12,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,12,0,0
1522768918511,12,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,12,0,0
1522768918523,14,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,14,0,0
1522768918537,11,P1-base,200,OK,P1-base 1-1,text,true,,1311,0,1,1,11,0,0
1522768918548,10,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,10,0,0
1522768918558,13,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,13,0,0
1522768918571,11,P1-base,200,OK,P1-base 1-1,text,true,,1313,0,1,1,11,0,0
